	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K08311	Root241|1295	Root381|983,Root381|1050	Root105|1028		Root179|865		Root68|2497		Root480|2220		Root630|3491	Root916|2598		Root670|3973,Root670|4032		Root1472|2329	Root1238|1900	Root1471|2591	Root491|2369	Root569|1274	Root685|3678			Root482|2128	Root552|333	Root149|4234	Root154|3892		Root74|1948	Root133|4214		Root100|1005				Root558|2881	Root1298|1942		Root1252|3723	Root710|2087	Root559|950	Root1280|1888		Root102|1143		Root278|3307	Root157|522	Root667|1481	Root172|4118	Root1203|2022		Root170|4498		Root1277|3200		Root1455|913		Root70|462	Root635|1413	Root954|4812		Root1212|2286		Root423|1829			Root1220|1279				Root564|4354	Root318D1|1447		Root217|1455	Root123D2|4590		Root189|3470	Root1240|3071		Root1294|3831			Root1312|1997	Root198D2|2223
ko:K08316	Root241|1431	Root381|480	Root105|4072	Root236|43	Root179|1645	Root495|846	Root68|2534	Root1257|933	Root480|2964	Root107|4988	Root630|354	Root916|3405	Root181|1631	Root670|889	Root11|2421	Root1472|3967	Root1238|3093	Root1471|1277	Root491|796	Root569|1237	Root685|1732	Root1304|4474	Root935|1566	Root482|1239	Root552|1744	Root149|637	Root154|3834	Root431|1966	Root74|3245	Root133|2387	Root444D2|405	Root100|2265	Root240|2634	Root22|1099	Root53|933	Root558|2541	Root1298|3599	Root920|1640	Root1252|79	Root710|3943	Root559|390	Root1280|2725	Root101|428	Root102|2597	Root1464|1877	Root278|878	Root157|2903	Root667|1224	Root172|344	Root1203|319	Root190|2176	Root170|3138	Root265|4979	Root1277|702	Root180|1428	Root1455|2308	Root186|4603	Root70|84	Root635|385	Root954|921	Root61|689	Root1212|572	Root1295|3094	Root423|3199	Root456|84	Root322|614	Root1220|2297	Root1293|1107	Root136|1511	Root332|1669	Root564|2090	Root318D1|1356	Root122|3973	Root217|487	Root123D2|2740	Root1310|6861	Root189|3244	Root1240|946	Root614|4341	Root1294|4279	Root1433D1|1855	Root151|1666	Root1312|3944	Root198D2|900
ko:K08323	Root241|1402		Root105|233,Root105|1893						Root480|2266							Root1472|902,Root1472|1853											Root154|3032,Root154|4342																		Root1464|1532					Root1203|6390		Root170|4092			Root180|3030	Root1455|1568,Root1455|3518,Root1455|3679,Root1455|4450							Root1295|3951							Root332|1099	Root564|2981	Root318D1|2891								Root1294|923				
ko:K08369	Root241|400	Root381|2350	Root105|2687							Root107|4872					Root11|5118	Root1472|2348			Root491|2578	Root569|1432,Root569|2852									Root74|3987	Root133|234,Root133|521	Root444D2|128					Root558|3492	Root1298|4723	Root920|106				Root1280|2357				Root278|3558				Root1203|4273		Root170|2870	Root265|1845			Root1455|1125				Root954|6983				Root423|4759			Root1220|3367				Root564|2378,Root564|2741					Root1310|4020,Root1310|6150				Root1294|3643		Root151|4297	Root1312|4469	
ko:K08484	Root241|67	Root381|598	Root105|4510				Root68|2498							Root670|1016		Root1472|3350		Root1471|2330	Root491|4544	Root569|1273	Root685|3510			Root482|3314	Root552|146	Root149|2948	Root154|617		Root74|4452			Root100|4713				Root558|6465	Root1298|5030		Root1252|6866	Root710|1151		Root1280|1887		Root102|4565		Root278|3161	Root157|2229		Root172|4555	Root1203|5331				Root1277|2179		Root1455|678			Root635|2601	Root954|3933		Root1212|4625		Root423|4725			Root1220|1637				Root564|571				Root123D2|3597			Root1240|3460		Root1294|4130			Root1312|4775	
ko:K08591	Root241|224	Root381|3029	Root105|486,Root105|1319				Root68|2727				Root630|879	Root916|1860	Root181|3420	Root670|239	Root11|2086,Root11|2795	Root1472|1939	Root1238|1585	Root1471|1114	Root491|147	Root569|1049	Root685|654			Root482|699	Root552|1856	Root149|32	Root154|3657		Root74|6565	Root133|1201	Root444D2|4703	Root100|1491				Root558|1962	Root1298|3041	Root920|1966	Root1252|2451	Root710|2420	Root559|2598		Root101|268	Root102|5536		Root278|1585	Root157|3285	Root667|553	Root172|4679	Root1203|3827,Root1203|6222		Root170|765		Root1277|906		Root1455|1477		Root70|1854	Root635|1731	Root954|1499		Root1212|3196		Root423|6403	Root456|3469		Root1220|4668				Root564|1535	Root318D1|1680		Root217|1113	Root123D2|1056		Root189|3676	Root1240|136		Root1294|3736			Root1312|3258	Root198D2|2080
ko:K08602	Root241|339	Root381|742	Root105|3350											Root670|3961	Root11|210,Root11|4298,Root11|5416	Root1472|2734		Root1471|2095	Root491|2002		Root685|2872			Root482|3598	Root552|2575	Root149|2588			Root74|4702		Root444D2|3582	Root100|2494				Root558|1198	Root1298|5279	Root920|1336	Root1252|2083,Root1252|3131					Root102|4195		Root278|2971	Root157|1177		Root172|4873	Root1203|2472				Root1277|2552		Root1455|599			Root635|2379	Root954|4185		Root1212|2570		Root423|4527			Root1220|2643				Root564|3964				Root123D2|76			Root1240|2559					Root1312|5025	
ko:K08679	Root241|1017	Root381|2415	Root105|5009		Root179|2293				Root480|3121		Root630|2729	Root916|1434,Root916|2998		Root670|2528		Root1472|2214		Root1471|289	Root491|4520		Root685|2359			Root482|3180	Root552|2096	Root149|69	Root154|40,Root154|733,Root154|3895		Root74|2728	Root133|2488		Root100|1959				Root558|2197	Root1298|2807		Root1252|2684	Root710|1301	Root559|240,Root559|2040			Root102|231,Root102|633		Root278|1903		Root667|107,Root667|2218	Root172|727,Root172|6270	Root1203|5545				Root1277|1907		Root1455|830			Root635|999	Root954|1265		Root1212|622		Root423|2855			Root1220|3857				Root564|3783				Root123D2|562			Root1240|180		Root1294|34,Root1294|2679			Root1312|3025	
ko:K08738	Root241|2344,Root241|3748	Root381|315,Root381|631,Root381|777,Root381|4292,Root381|5131	Root105|799,Root105|4891,Root105|4936,Root105|5435				Root68|2099,Root68|4917,Root68|5286							Root670|1057,Root670|2360,Root670|2503		Root1472|914,Root1472|1415,Root1472|5207	Root1238|3402,Root1238|4081	Root1471|3250	Root491|1317,Root491|2855,Root491|4407	Root569|4269	Root685|3962		Root935|651	Root482|1610,Root482|2643,Root482|3834	Root552|3212	Root149|1655,Root149|1849,Root149|3596	Root154|1866,Root154|1867,Root154|4367		Root74|639,Root74|4811,Root74|5034	Root133|840,Root133|1380		Root100|1650,Root100|2852		Root22|1281		Root558|1313,Root558|4606,Root558|4898	Root1298|638,Root1298|5388,Root1298|6374		Root1252|813,Root1252|4745,Root1252|5571,Root1252|6073	Root710|221,Root710|2194				Root102|3399,Root102|5031,Root102|6142		Root278|107,Root278|2000,Root278|4687,Root278|5026	Root157|1712		Root172|1930,Root172|5156,Root172|6009	Root1203|3548,Root1203|3955		Root170|4515		Root1277|2629,Root1277|2796,Root1277|3298,Root1277|3460,Root1277|3854		Root1455|442,Root1455|2687,Root1455|3552	Root186|3549	Root70|2179,Root70|3133,Root70|3274	Root635|817,Root635|2214	Root954|2618,Root954|5066,Root954|6512		Root1212|1252,Root1212|1701,Root1212|4524		Root423|2457,Root423|4945,Root423|5724,Root423|6646			Root1220|577,Root1220|2563				Root564|586,Root564|3248	Root318D1|3892,Root318D1|4637		Root217|737,Root217|2097	Root123D2|2035,Root123D2|3358,Root123D2|4010,Root123D2|4011,Root123D2|4370,Root123D2|4390		Root189|1900,Root189|3055,Root189|4424	Root1240|1575,Root1240|2285,Root1240|2929		Root1294|1634,Root1294|2374,Root1294|2436,Root1294|4619			Root1312|637,Root1312|5134,Root1312|6319	Root198D2|4923,Root198D2|5291
ko:K08968	Root241|745				Root179|670		Root68|3272		Root480|2042		Root630|2398	Root916|2606		Root670|2052	Root11|3104	Root1472|4706				Root569|5314			Root935|2680		Root552|1470		Root154|999		Root74|2627	Root133|3389	Root444D2|6354					Root558|4130	Root1298|2705	Root920|3197	Root1252|6299	Root710|2824	Root559|957			Root102|1829		Root278|1260	Root157|2458	Root667|1488	Root172|2384	Root1203|1790		Root170|3897		Root1277|3257		Root1455|1662	Root186|3691			Root954|57				Root423|2192			Root1220|3256													Root1294|378			Root1312|2924	Root198D2|257
ko:K08973	Root241|2242	Root381|4936	Root105|630		Root179|2294		Root68|2768		Root480|3122		Root630|2901	Root916|175		Root670|5058		Root1472|4842	Root1238|747	Root1471|2845	Root491|2430	Root569|1013	Root685|3815		Root935|634	Root482|4238	Root552|3768	Root149|4264	Root154|2974		Root74|2120	Root133|4128		Root100|3195				Root558|2707	Root1298|2115		Root1252|1847	Root710|3480	Root559|3439	Root1280|4312		Root102|807		Root278|1473	Root157|3665		Root172|3728	Root1203|1951		Root170|1837		Root1277|2872		Root1455|3761	Root186|3563	Root70|698	Root635|703	Root954|4641		Root1212|2329		Root423|6437			Root1220|1192				Root564|4284	Root318D1|4515		Root217|4388	Root123D2|3806		Root189|4745	Root1240|3049		Root1294|1230			Root1312|2170	Root198D2|2786
ko:K08981	Root241|1413		Root105|2371	Root236|1049		Root495|1709		Root1257|4152			Root630|673	Root916|1555	Root181|573		Root11|4427,Root11|4436							Root1304|2017					Root154|2774	Root431|2428					Root240|2793	Root22|207	Root53|2176			Root920|3311			Root559|2201		Root101|2941		Root1464|2532			Root667|274			Root190|4613		Root265|3118		Root180|2873						Root61|2274		Root1295|4580		Root456|1535	Root322|2817		Root1293|2012	Root136|2157	Root332|366			Root122|2429			Root1310|6647			Root614|3623		Root1433D1|2532	Root151|346		
ko:K08988	Root241|2322	Root381|4987					Root68|68							Root670|4902		Root1472|2308		Root1471|2988		Root569|2145					Root552|4000		Root154|672					Root100|1099								Root710|3836				Root102|1066			Root157|13		Root172|4028					Root1277|2482		Root1455|892																			Root123D2|3409					Root1294|1499				
ko:K08992	Root241|1449				Root179|3002				Root480|617		Root630|3591	Root916|1007					Root1238|5700										Root154|3824			Root133|5979										Root710|2939	Root559|1803							Root667|2618				Root170|1915						Root70|1811														Root318D1|4838		Root217|1805			Root189|2982			Root1294|1037				Root198D2|4388
ko:K08995	Root241|780				Root179|212,Root179|748		Root68|48		Root480|2305					Root670|403,Root670|3506		Root1472|1485,Root1472|4597	Root1238|4163			Root569|2130,Root569|4748	Root685|2504		Root935|3398	Root482|2482	Root552|2749		Root154|1777,Root154|2082		Root74|5235,Root74|5376	Root133|3332,Root133|5384						Root558|4994,Root558|5573	Root1298|5741,Root1298|6218		Root1252|4231	Root710|632				Root102|1904,Root102|2519,Root102|6172		Root278|3763	Root157|2358		Root172|410,Root172|2672,Root172|5951	Root1203|4354		Root170|897,Root170|2316		Root1277|769,Root1277|3659,Root1277|3784		Root1455|4258	Root186|2727			Root954|542,Root954|709		Root1212|4392,Root1212|4737,Root1212|4947	Root1295|6758	Root423|3824,Root423|3952			Root1220|5039					Root318D1|1177		Root217|4203	Root123D2|4074		Root189|1111,Root189|2328,Root189|3336			Root1294|1935			Root1312|3592,Root1312|6080	Root198D2|2513
ko:K08998	Root241|1049	Root381|1698	Root105|2902		Root179|1505	Root495|3128		Root1257|2888		Root107|2820,Root107|3565	Root630|2116	Root916|535	Root181|96	Root670|1522	Root11|2959	Root1472|3717	Root1238|38		Root491|3101		Root685|437	Root1304|3424	Root935|3918	Root482|2056	Root552|3920	Root149|1437	Root154|2497	Root431|5450	Root74|5879	Root133|5573		Root100|3567	Root240|3774,Root240|4205	Root22|3892	Root53|2387	Root558|3105	Root1298|3940	Root920|3646	Root1252|6735	Root710|3045		Root1280|4283	Root101|2350	Root102|3834	Root1464|1020	Root278|4008	Root157|2551		Root172|2927	Root1203|1229	Root190|3120	Root170|4212	Root265|2085	Root1277|611	Root180|2651	Root1455|382	Root186|1904	Root70|4234	Root635|994	Root954|3898	Root61|2509	Root1212|3932	Root1295|1925	Root423|6189	Root456|2981	Root322|2230	Root1220|863	Root1293|2607	Root136|5244	Root332|549		Root318D1|3122	Root122|3132	Root217|3392	Root123D2|811	Root1310|5625	Root189|287	Root1240|3716	Root614|2278	Root1294|3564	Root1433D1|3217	Root151|3419	Root1312|5738	Root198D2|5754
ko:K09005	Root241|2090	Root381|3627	Root105|1619		Root179|650,Root179|2427				Root480|2902		Root630|3319	Root916|2449		Root670|1361		Root1472|1483	Root1238|5738	Root1471|645	Root491|3157		Root685|1106	Root1304|162		Root482|1788	Root552|1767	Root149|1551	Root154|4157	Root431|1430	Root74|5714			Root100|3449				Root558|3272	Root1298|4105		Root1252|4959	Root710|2211	Root559|3706			Root102|4889		Root278|4169	Root157|2879	Root667|1313	Root172|5830	Root1203|1575		Root170|2740		Root1277|1226		Root1455|2619		Root70|1589	Root635|3078	Root954|3733		Root1212|3684	Root1295|570	Root423|6022	Root456|1196		Root1220|5269				Root564|3382	Root318D1|4007		Root217|5017	Root123D2|1525	Root1310|2516	Root189|1237	Root1240|3661		Root1294|1406			Root1312|5573	
ko:K09013	Root241|317	Root381|1244	Root105|2870	Root236|407	Root179|2259	Root495|1436		Root1257|101	Root480|1543	Root107|3266	Root630|239	Root916|2369	Root181|2614	Root670|1913	Root11|5823	Root1472|411		Root1471|538	Root491|4912		Root685|566	Root1304|2033	Root935|871	Root482|1855	Root552|3016	Root149|1261	Root154|1348	Root431|2445	Root74|1348		Root444D2|3780	Root100|3719	Root240|4421	Root22|3441	Root53|443	Root558|875	Root1298|1313	Root920|888	Root1252|1708	Root710|3440	Root559|617		Root101|1539	Root102|2798	Root1464|1606	Root278|5901	Root157|2679	Root667|1003	Root172|111	Root1203|1048	Root190|3676		Root265|178	Root1277|1021	Root180|1282	Root1455|3958	Root186|3308		Root635|1807	Root954|6131	Root61|207	Root1212|3122	Root1295|4557	Root423|5830	Root456|869	Root322|262	Root1220|919	Root1293|659	Root136|854	Root332|2241	Root564|930		Root122|3570		Root123D2|1565	Root1310|162		Root1240|3604	Root614|3000	Root1294|4398	Root1433D1|1509	Root151|2326	Root1312|1311	
ko:K09014	Root241|314	Root381|1243	Root105|2874	Root236|404	Root179|2260	Root495|1439		Root1257|98	Root480|1544	Root107|3269	Root630|240	Root916|2370	Root181|2616	Root670|1912		Root1472|414		Root1471|536	Root491|4911		Root685|564	Root1304|2030	Root935|872	Root482|1856	Root552|3017	Root149|1259	Root154|1346	Root431|2442	Root74|1347			Root100|3721	Root240|4418	Root22|3444	Root53|446	Root558|874	Root1298|1312		Root1252|1707	Root710|3438	Root559|616		Root101|1536	Root102|2796	Root1464|1609	Root278|5900	Root157|2680	Root667|1004	Root172|112	Root1203|1047	Root190|3679		Root265|176	Root1277|1019	Root180|1285	Root1455|3956	Root186|3306		Root635|1808	Root954|6130	Root61|204	Root1212|3123	Root1295|4560	Root423|5829	Root456|872	Root322|259	Root1220|920	Root1293|656	Root136|856	Root332|2238	Root564|929		Root122|3567		Root123D2|1566	Root1310|165		Root1240|3602	Root614|2997	Root1294|4399	Root1433D1|1506	Root151|2323	Root1312|1310	
ko:K09015	Root241|318	Root381|1245	Root105|2869	Root236|405	Root179|2258	Root495|1438		Root1257|99	Root480|1542	Root107|3268	Root630|238	Root916|2368	Root181|2615	Root670|1914		Root1472|409		Root1471|539	Root491|4913		Root685|567	Root1304|2031	Root935|869	Root482|1854	Root552|3015	Root149|1262	Root154|1349	Root431|2443	Root74|1349			Root100|3718	Root240|4419	Root22|3443	Root53|445	Root558|876	Root1298|1314		Root1252|1709	Root710|3441	Root559|618		Root101|1537	Root102|2799	Root1464|1608	Root278|5902	Root157|2678	Root667|1002	Root172|110	Root1203|1049	Root190|3678		Root265|177	Root1277|1022	Root180|1284	Root1455|3959	Root186|3310		Root635|1806	Root954|6132	Root61|205	Root1212|3121	Root1295|4559	Root423|5831	Root456|871	Root322|260	Root1220|918	Root1293|657	Root136|855	Root332|2239	Root564|931		Root122|3568		Root123D2|1564	Root1310|164		Root1240|3605	Root614|2998	Root1294|4397	Root1433D1|1507	Root151|2324	Root1312|1312	
ko:K09018	Root241|1195															Root1472|878,Root1472|2150			Root491|4051							Root149|2117														Root710|1756,Root710|1768,Root710|1796		Root1280|2516														Root1455|780,Root1455|3538															Root564|10	Root318D1|3678						Root1240|3612		Root1294|837				
ko:K09019	Root241|305					Root495|183			Root480|2869	Root107|296	Root630|798	Root916|2539				Root1472|4350			Root491|4055			Root1304|129					Root154|644	Root431|1456		Root133|3549,Root133|3550,Root133|3552				Root22|1373							Root559|895		Root101|2689					Root667|1422						Root1277|7		Root1455|3830	Root186|399						Root1295|534									Root318D1|3457				Root1310|2540				Root1294|1603				
ko:K09020	Root241|1192															Root1472|879,Root1472|2147			Root491|4052					Root482|3813		Root149|2116			Root74|5961							Root558|6508	Root1298|3859		Root1252|3012			Root1280|2515		Root102|6095					Root172|1316				Root265|632		Root180|2246	Root1455|783,Root1455|3537				Root954|2755				Root423|6696					Root136|3735		Root564|9	Root318D1|608,Root318D1|3460						Root1240|3611					Root1312|6483	
ko:K09021,ko:K15067	Root241|1193	Root381|46																																																																																		
ko:K09023	Root241|1194	Root381|2147,Root381|4291												Root670|2502		Root1472|2149			Root491|4054							Root149|2114														Root710|99		Root1280|2517		Root102|5228,Root102|5229,Root102|5230												Root1455|781															Root564|7	Root318D1|3458												
ko:K09117	Root241|1237	Root381|1382,Root381|2692	Root105|2251	Root236|2729	Root179|2325	Root495|2781		Root1257|3708	Root480|2067	Root107|1339,Root107|2167	Root630|1728	Root916|2870	Root181|4046,Root181|4431	Root670|2777	Root11|4198,Root11|4629	Root1472|3566	Root1238|4388	Root1471|1798	Root491|2664		Root685|66	Root1304|4843	Root935|2320	Root482|1717	Root552|3346	Root149|904	Root154|679	Root431|5146	Root74|4716	Root133|1214	Root444D2|634	Root100|536	Root240|2158	Root22|3644		Root558|4701	Root1298|5293	Root920|2588	Root1252|6325	Root710|835	Root559|3678	Root1280|153	Root101|3551	Root102|3218		Root278|2098	Root157|1411	Root667|1753	Root172|5437	Root1203|1818	Root190|477	Root170|202	Root265|440,Root265|3945	Root1277|2644			Root186|2168	Root70|4111	Root635|2471	Root954|4971		Root1212|1805	Root1295|1511	Root423|5041	Root456|2742		Root1220|3277		Root136|4920		Root564|2482	Root318D1|4718	Root122|3421,Root122|4062	Root217|2490	Root123D2|127	Root1310|3987,Root1310|6544	Root189|3653	Root1240|2110	Root614|3896	Root1294|1770		Root151|1298	Root1312|5039	Root198D2|2060
ko:K09125	Root241|179,Root241|1834	Root381|1507	Root105|4554	Root236|816		Root495|1138	Root68|339				Root630|394	Root916|3460		Root670|2901				Root1471|2456	Root491|1800	Root569|2647,Root569|4258	Root685|3529		Root935|2517	Root482|3377	Root552|503	Root149|2998	Root154|957,Root154|3966		Root74|4567			Root100|3845,Root100|4447				Root558|1060	Root1298|5144	Root920|2251	Root1252|2980	Root710|849,Root710|3957	Root559|345			Root102|4664		Root278|3104	Root157|366	Root667|1269	Root172|4468	Root1203|5339		Root170|850	Root265|2833				Root186|3856		Root635|1138	Root954|4050		Root1212|2700		Root423|4665			Root1220|1568		Root136|4992		Root564|3636			Root217|3014	Root123D2|1457			Root1240|3382		Root1294|1783,Root1294|4257			Root1312|4890	
ko:K09131	Root241|182	Root381|3157	Root105|703				Root68|2552									Root1472|2274	Root1238|129	Root1471|2983	Root491|2259		Root685|3773				Root552|3402	Root149|3088	Root154|1056		Root74|1919			Root100|1103	Root240|408			Root558|2910	Root1298|1913		Root1252|3696	Root710|3960				Root102|1049	Root1464|1175	Root278|3336	Root157|3860		Root172|4009					Root1277|3001		Root1455|880			Root635|757	Root954|4842				Root423|1858			Root1220|1432		Root136|2985		Root564|4503				Root123D2|3868		Root189|3486		Root614|368	Root1294|4384			Root1312|1968	Root198D2|2183
ko:K09159	Root241|1726	Root381|4192	Root105|3069		Root179|2664		Root68|15		Root480|353		Root630|2535	Root916|828		Root670|1993		Root1472|381	Root1238|4748	Root1471|503	Root491|3133	Root569|2088	Root685|518			Root482|1732	Root552|2617	Root149|1479	Root154|697		Root74|5675	Root133|1839		Root100|1337				Root558|3306	Root1298|4144		Root1252|4919	Root710|1874	Root559|1650	Root1280|3153		Root102|3908		Root278|4204	Root157|1113	Root667|2407	Root172|4568	Root1203|952		Root170|1847		Root1277|1242		Root1455|3988		Root70|4387	Root635|1874	Root954|3694		Root1212|3155		Root423|5947			Root1220|814				Root564|3440	Root318D1|2024		Root217|2602	Root123D2|1399		Root189|736	Root1240|3976		Root1294|497			Root1312|5534	Root198D2|393
ko:K09160	Root241|2227	Root381|326	Root105|4238				Root68|414							Root670|743		Root1472|3290		Root1471|1778	Root491|561	Root569|2031	Root685|1537			Root482|994	Root552|3368	Root149|337	Root154|2867		Root74|2969			Root100|508				Root558|2264	Root1298|3321		Root1252|2752	Root710|3495				Root102|3182		Root278|607	Root157|1422		Root172|5365	Root1203|655				Root1277|101		Root1455|1980			Root635|97	Root954|1197		Root1212|317		Root423|2922			Root1220|3564				Root564|1854				Root123D2|4295			Root1240|504		Root1294|1244			Root1312|3666	
